Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
layer_blocks.0.0.weight
layer_blocks.0.0.bias
layer_blocks.0.1.weight
layer_blocks.0.1.bias
layer_blocks.1.0.weight
layer_blocks.1.0.bias
layer_blocks.1.1.weight
layer_blocks.1.1.bias
layer_blocks.2.0.weight
layer_blocks.2.0.bias
layer_blocks.2.1.weight
layer_blocks.2.1.bias
layer_blocks.2.2.weight
layer_blocks.2.2.bias
layer_blocks.3.0.weight
layer_blocks.3.0.bias
layer_blocks.3.1.weight
layer_blocks.3.1.bias
layer_blocks.3.2.weight
layer_blocks.3.2.bias
layer_blocks.4.0.weight
layer_blocks.4.0.bias
layer_blocks.4.1.weight
layer_blocks.4.1.bias
layer_blocks.4.2.weight
layer_blocks.4.2.bias
classifier.1.weight
classifier.1.bias
classifier.4.weight
classifier.4.bias
classifier.6.weight
classifier.6.bias
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
 214     0.1000     0.0196    99.3580     0.6436    88.6300    13.4697      0.0422
 215     0.1000     0.0198    99.3260     0.6415    88.8900    13.7141      0.0421
 216     0.1000     0.0195    99.3980     0.6318    88.9400    13.6751      0.0420
 217     0.1000     0.0251    99.1720     0.6147    88.4500    13.5504      0.0419
 218     0.1000     0.0182    99.3860     0.6269    88.6900    13.4725      0.0418
 219     0.1000     0.0313    98.9920     0.6605    88.4300    13.5454      0.0417
 220     0.1000     0.0209    99.3160     0.6311    88.7000    13.5159      0.0416
 221     0.1000     0.0217    99.3160     0.6453    88.7500    13.5271      0.0415
 222     0.1000     0.0171    99.4480     0.6389    88.8500    13.5017      0.0414
 223     0.1000     0.0313    98.9980     0.6616    88.3900    13.6375      0.0414
 224     0.1000     0.0220    99.2740     0.6370    88.9000    13.5257      0.0413
 225     0.1000     0.0474    98.4480     0.6852    87.8400    13.6671      0.0412
 226     0.1000     0.0203    99.3320     0.6306    88.8000    13.4824      0.0411
 227     0.1000     0.0411    98.7500     0.6639    87.9100    13.5078      0.0410
 228     0.1000     0.0374    98.8800     0.6518    88.1300    13.5618      0.0409
 229     0.1000     0.0190    99.3660     0.6489    88.9300    13.6499      0.0408
 230     0.1000     0.0233    99.2200     0.6754    88.4000    13.5234      0.0407
 231     0.1000     0.0227    99.2960     0.6333    88.7800    13.4918      0.0406
 232     0.1000     0.0156    99.4640     0.6306    88.7900    13.6265      0.0406
 233     0.1000     0.0177    99.4660     0.6241    89.0500    13.7341      0.0405
 234     0.1000     0.0152    99.5500     0.6588    88.8500    13.5644      0.0404
 235     0.1000     0.0211    99.3240     0.6394    89.0700    13.6002      0.0403
 236     0.1000     0.0163    99.4240     0.6059    89.0400    13.7099      0.0403
 237     0.1000     0.0252    99.1820     0.7055    88.3900    13.5700      0.0402
 238     0.1000     0.0178    99.3920     0.6459    88.9600    13.6187      0.0401
 239     0.1000     0.0212    99.3220     0.6492    89.0900    13.4698      0.0400
 240     0.1000     0.0206    99.3720     0.6092    88.9400    13.7380      0.0399
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
 241     0.1000     0.0149    99.5040     0.6519    89.0300    13.4861      0.0399
 242     0.1000     0.0265    99.1520     0.6800    88.4800    13.5061      0.0398
 243     0.1000     0.0177    99.4440     0.6544    88.8700    13.4842      0.0397
 244     0.1000     0.0285    99.1100     0.6605    88.5100    13.6023      0.0396
 245     0.1000     0.0155    99.5160     0.6305    88.8500    13.6277      0.0395
 246     0.1000     0.0216    99.3240     0.6793    88.9300    13.5728      0.0394
 247     0.1000     0.0246    99.2460     0.6611    89.0000    13.6530      0.0394
 248     0.1000     0.0623    98.2360     0.7436    87.7700    13.4436      0.0393
 249     0.1000     0.0227    99.2480     0.6828    88.4800    13.6220      0.0392
 250     0.1000     0.0294    99.0980     0.6911    88.5700    13.3794      0.0391
 251     0.1000     0.0246    99.2180     0.6672    88.6700    13.4798      0.0390
 252     0.1000     0.0136    99.5580     0.6707    89.2300    13.5033      0.0390
 253     0.1000     0.0167    99.4360     0.6355    88.7500    13.5383      0.0389
 254     0.1000     0.0509    98.4280     0.7042    87.7100    13.5087      0.0389
 255     0.1000     0.0228    99.2920     0.6265    88.9200    13.5504      0.0388
 256     0.1000        nan    10.0000        nan    10.0000    13.5445      0.6349
 257     0.1000        nan    10.0000        nan    10.0000    13.4042      0.6348
 258     0.1000        nan    10.0000        nan    10.0000    13.7043      0.6347
 259     0.1000        nan    10.0000        nan    10.0000    13.5574      0.6346
 260     0.1000        nan    10.0000        nan    10.0000    13.7941      0.6345
 261     0.1000        nan    10.0000        nan    10.0000    13.5910      0.6344
 262     0.1000        nan    10.0000        nan    10.0000    13.7528      0.6343
 263     0.1000        nan    10.0000        nan    10.0000    13.4546      0.6343
 264     0.1000        nan    10.0000        nan    10.0000    13.6454      0.6342
 265     0.1000        nan    10.0000        nan    10.0000    13.7299      0.6341
 266     0.1000        nan    10.0000        nan    10.0000    13.5052      0.6340
 267     0.1000        nan    10.0000        nan    10.0000    13.6128      0.6339
 268     0.1000        nan    10.0000        nan    10.0000    13.4744      0.6338
 269     0.1000        nan    10.0000        nan    10.0000    13.4979      0.6337
 270     0.1000        nan    10.0000        nan    10.0000    13.7865      0.6336
 271     0.1000        nan    10.0000        nan    10.0000    13.6593      0.6335
 272     0.1000        nan    10.0000        nan    10.0000    13.6101      0.6334
 273     0.1000        nan    10.0000        nan    10.0000    13.5629      0.6333
 274     0.1000        nan    10.0000        nan    10.0000    13.3780      0.6332
 275     0.1000        nan    10.0000        nan    10.0000    13.5722      0.6331
 276     0.1000        nan    10.0000        nan    10.0000    13.7397      0.6330
 277     0.1000        nan    10.0000        nan    10.0000    13.4469      0.6329
 278     0.1000        nan    10.0000        nan    10.0000    13.6463      0.6328
 279     0.1000        nan    10.0000        nan    10.0000    13.6598      0.6328
 280     0.1000        nan    10.0000        nan    10.0000    13.5764      0.6327
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time    sparsity
----  ---------  ---------  ---------  ---------  ---------  ---------  ----------
 281     0.1000        nan    10.0000        nan    10.0000    13.6026      0.6326
 282     0.1000        nan    10.0000        nan    10.0000    13.5144      0.6325
 283     0.1000        nan    10.0000        nan    10.0000    13.6048      0.6324
 284     0.1000        nan    10.0000        nan    10.0000    13.4674      0.6323
 285     0.1000        nan    10.0000        nan    10.0000    13.5758      0.6322
 286     0.1000        nan    10.0000        nan    10.0000    13.4161      0.6322
 287     0.1000        nan    10.0000        nan    10.0000    13.4884      0.6321
 288     0.1000        nan    10.0000        nan    10.0000    13.5137      0.6320
