Files already downloaded and verified
You are going to run models on the test set. Are you sure?
Files already downloaded and verified
SGD (
Parameter Group 0
    dampening: 0
    lr: 0.1
    momentum: 0.0
    nesterov: False
    weight_decay: 0.0
)
Resume training from cifar100_save/endpoints/WideResNet28x10-1/sgd/checkpoint-0.pt
total epochs: 200
----  ---------  ---------  ---------  ---------  ---------  ---------
  83     0.1000     0.0094    99.6640     0.3701    93.2600   141.8078
  84     0.1000     0.0078    99.7520     0.3965    92.6700   141.8141
  85     0.1000     0.0089    99.7100     0.4302    92.2800   141.8556
  86     0.1000     0.0073    99.7620     0.3925    92.9000   141.8444
  87     0.1000     0.0071    99.7580     0.4215    92.6300   141.8032
  88     0.1000     0.0071    99.7760     0.3742    92.9300   141.8265
  89     0.1000     0.0058    99.8120     0.4214    92.8700   141.8143
  90     0.1000     0.0059    99.8000     0.3905    92.8500   141.8422
  91     0.1000     0.0049    99.8320     0.3584    93.6200   141.8036
  92     0.1000     0.0040    99.8700     0.3782    93.3600   141.8038
  93     0.1000     0.0028    99.9240     0.3910    93.0200   141.8528
  94     0.1000     0.0032    99.9060     0.5421    91.1700   141.7861
  95     0.1000     0.0035    99.9040     0.3798    93.5700   141.8309
  96     0.1000     0.0023    99.9360     0.6256    90.6000   141.9169
  97     0.1000     0.0054    99.8300     0.4391    92.3600   141.8947
  98     0.1000     0.0062    99.8000     0.4030    93.1200   141.8138
  99     0.1000     0.0062    99.8000     0.5165    91.4300   141.8574
 100     0.1000     0.0046    99.8460     0.3912    93.1500   141.8646
 101     0.0988     0.0056    99.8220     0.4121    92.9000   141.7884
 102     0.0975     0.0039    99.8660     0.4118    93.0900   141.8323
 103     0.0963     0.0048    99.8600     0.4298    92.7800   141.8401
 104     0.0950     0.0027    99.9240     0.3832    93.2500   141.9054
 105     0.0938     0.0025    99.9200     0.3825    93.3600   141.8801
 106     0.0926     0.0024    99.9360     0.3735    93.2300   141.8342
 107     0.0913     0.0020    99.9360     0.3927    93.2000   141.8448
 108     0.0901     0.0024    99.9220     0.3998    93.1100   141.8342
 109     0.0889     0.0025    99.9200     0.4029    93.2300   141.8780
 110     0.0876     0.0018    99.9580     0.3758    93.5300   141.8051
 111     0.0864     0.0010    99.9760     0.3786    93.7200   141.9271
 112     0.0852     0.0009    99.9780     0.4370    92.7300   141.8917
 113     0.0839     0.0009    99.9820     0.3716    93.7600   141.8577
 114     0.0827     0.0009    99.9740     0.4151    93.4200   141.8364
 115     0.0814     0.0008    99.9860     0.3783    93.5200   141.8941
 116     0.0802     0.0010    99.9740     0.3737    93.6700   141.9075
 117     0.0790     0.0005    99.9940     0.3710    93.6200   141.8571
 118     0.0777     0.0004    99.9960     0.3743    93.7800   141.8528
 119     0.0765     0.0004    99.9920     0.3717    93.7400   141.8350
 120     0.0753     0.0003    99.9940     0.3522    93.8900   141.8669
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 121     0.0740     0.0003    99.9940     0.3504    93.9900   141.8673
 122     0.0728     0.0002    99.9980     0.3504    93.9400   141.8637
 123     0.0715     0.0002    99.9960     0.3493    94.0200   141.8417
 124     0.0703     0.0003    99.9960     0.3768    93.8600   141.8689
 125     0.0691     0.0002    99.9980     0.3711    93.9100   141.8334
 126     0.0678     0.0003    99.9940     0.3524    94.1000   141.8341
 127     0.0666     0.0002    99.9980     0.3540    94.0000   141.8924
 128     0.0654     0.0002    99.9980     0.3594    94.0100   141.8555
 129     0.0641     0.0002   100.0000     0.3631    94.0000   141.8277
 130     0.0629     0.0001    99.9980     0.3573    94.0700   141.9103
 131     0.0616     0.0002    99.9980     0.3484    94.1900   141.7916
 132     0.0604     0.0002    99.9980     0.3525    94.2900   141.8238
 133     0.0592     0.0002   100.0000     0.3626    94.0700   141.8212
 134     0.0579     0.0002    99.9980     0.3610    94.1100   141.7882
 135     0.0567     0.0001   100.0000     0.3571    94.1200   141.8133
 136     0.0554     0.0001   100.0000     0.3550    94.0700   141.8497
 137     0.0542     0.0002    99.9960     0.3545    94.1400   141.8113
 138     0.0530     0.0002    99.9980     0.3664    93.9400   141.8145
 139     0.0517     0.0001    99.9980     0.3563    94.0600   141.8519
 140     0.0505     0.0001   100.0000     0.3524    94.1500   141.8008
 141     0.0493     0.0001    99.9980     0.3576    94.0400   141.8395
 142     0.0480     0.0002    99.9960     0.3605    94.1000   141.8543
 143     0.0468     0.0001   100.0000     0.3536    94.1800   141.8725
 144     0.0456     0.0001   100.0000     0.3553    94.1400   141.9221
 145     0.0443     0.0001   100.0000     0.3586    94.0400   141.8930
 146     0.0431     0.0002    99.9980     0.3613    94.1200   141.8830
 147     0.0418     0.0002    99.9980     0.3592    94.0500   141.8848
 148     0.0406     0.0001   100.0000     0.3523    94.2700   141.8150
 149     0.0394     0.0001   100.0000     0.3609    94.0700   141.8307
 150     0.0381     0.0001    99.9940     0.3629    94.1100   141.7920
 151     0.0369     0.0001   100.0000     0.3560    94.1600   141.8437
 152     0.0357     0.0001   100.0000     0.3598    94.1300   141.8328
 153     0.0344     0.0001   100.0000     0.3583    94.0700   141.9131
 154     0.0332     0.0001   100.0000     0.3535    94.2600   141.8809
 155     0.0319     0.0001    99.9980     0.3583    94.0700   141.8567
 156     0.0307     0.0001    99.9980     0.3566    94.2400   141.8897
 157     0.0295     0.0001   100.0000     0.3536    94.2300   141.8504
 158     0.0282     0.0001   100.0000     0.3577    94.2200   141.9061
 159     0.0270     0.0001   100.0000     0.3554    94.2000   141.8277
 160     0.0257     0.0001   100.0000     0.3532    94.1800   141.9383
----  ---------  ---------  ---------  ---------  ---------  ---------
  ep         lr    tr_loss     tr_acc     te_nll     te_acc       time
----  ---------  ---------  ---------  ---------  ---------  ---------
 161     0.0245     0.0001    99.9980     0.3588    94.2200   141.9068
 162     0.0233     0.0001    99.9960     0.3604    94.1500   141.8442
 163     0.0220     0.0001    99.9980     0.3590    94.1400   141.8313
 164     0.0208     0.0001   100.0000     0.3548    94.2100   141.7877
 165     0.0196     0.0001   100.0000     0.3615    94.1300   141.8680
 166     0.0183     0.0001   100.0000     0.3538    94.2700   141.8704
 167     0.0171     0.0001   100.0000     0.3622    94.0900   141.8791
 168     0.0159     0.0001   100.0000     0.3565    94.1900   141.8606
 169     0.0146     0.0001   100.0000     0.3639    94.1600   141.8466
 170     0.0134     0.0001    99.9980     0.3578    94.2400   141.8997
 171     0.0121     0.0001   100.0000     0.3526    94.2600   141.8642
 172     0.0109     0.0001   100.0000     0.3524    94.2600   141.8491
 173     0.0097     0.0001   100.0000     0.3599    94.1400   141.8408
 174     0.0084     0.0001   100.0000     0.3546    94.2400   141.8405
 175     0.0072     0.0001   100.0000     0.3543    94.2800   141.8349
 176     0.0060     0.0001    99.9980     0.3554    94.2400   141.8206
 177     0.0047     0.0001   100.0000     0.3556    94.2700   141.8675
 178     0.0035     0.0001    99.9980     0.3643    94.0900   141.8758
 179     0.0022     0.0001   100.0000     0.3578    94.1900   141.8551
 180     0.0010     0.0001    99.9980     0.3515    94.2700   141.9622
 181     0.0010     0.0001    99.9980     0.3523    94.2400   141.8265
 182     0.0010     0.0001    99.9980     0.3525    94.1800   141.8145
 183     0.0010     0.0001   100.0000     0.3531    94.1800   141.8331
 184     0.0010     0.0001   100.0000     0.3532    94.2900   141.8775
 185     0.0010     0.0001   100.0000     0.3552    94.2700   141.8139
 186     0.0010     0.0001    99.9980     0.3571    94.1100   141.8470
 187     0.0010     0.0001   100.0000     0.3573    94.2600   141.8260
 188     0.0010     0.0001   100.0000     0.3567    94.2200   141.8087
 189     0.0010     0.0001   100.0000     0.3519    94.2000   141.8085
 190     0.0010     0.0001   100.0000     0.3575    94.3200   141.8444
 191     0.0010     0.0001   100.0000     0.3536    94.2200   141.8082
 192     0.0010     0.0001   100.0000     0.3561    94.2900   141.8514
 193     0.0010     0.0001   100.0000     0.3586    94.1900   141.7954
 194     0.0010     0.0001   100.0000     0.3607    94.1500   141.7902
 195     0.0010     0.0001   100.0000     0.3593    94.1700   141.7941
 196     0.0010     0.0001   100.0000     0.3544    94.1600   141.8800
 197     0.0010     0.0001   100.0000     0.3564    94.2000   141.8537
 198     0.0010     0.0001   100.0000     0.3566    94.2700   141.8409
 199     0.0010     0.0001   100.0000     0.3551    94.2500   141.8752
 200     0.0010     0.0001   100.0000     0.3582    94.2100   141.8218
